path,dataset,speaker_id,emotion,original_label,file_id,file_name,split
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-01-01.wav,RAVDESS,01,happy,03,03-01-03-01-01-01-01,03-01-03-01-01-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-02-01.wav,RAVDESS,01,happy,03,03-01-03-01-01-02-01,03-01-03-01-01-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-01-01.wav,RAVDESS,01,happy,03,03-01-03-01-02-01-01,03-01-03-01-02-01-01.wav,test
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-02-01.wav,RAVDESS,01,happy,03,03-01-03-01-02-02-01,03-01-03-01-02-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-01-01.wav,RAVDESS,01,happy,03,03-01-03-02-01-01-01,03-01-03-02-01-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-02-01.wav,RAVDESS,01,happy,03,03-01-03-02-01-02-01,03-01-03-02-01-02-01.wav,test
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-01-01.wav,RAVDESS,01,happy,03,03-01-03-02-02-01-01,03-01-03-02-02-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-02-01.wav,RAVDESS,01,happy,03,03-01-03-02-02-02-01,03-01-03-02-02-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-01-01.wav,RAVDESS,01,sad,04,03-01-04-01-01-01-01,03-01-04-01-01-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-02-01.wav,RAVDESS,01,sad,04,03-01-04-01-01-02-01,03-01-04-01-01-02-01.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-01-01.wav,RAVDESS,01,sad,04,03-01-04-01-02-01-01,03-01-04-01-02-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-02-01.wav,RAVDESS,01,sad,04,03-01-04-01-02-02-01,03-01-04-01-02-02-01.wav,test
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-01-01.wav,RAVDESS,01,sad,04,03-01-04-02-01-01-01,03-01-04-02-01-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-02-01.wav,RAVDESS,01,sad,04,03-01-04-02-01-02-01,03-01-04-02-01-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-01-01.wav,RAVDESS,01,sad,04,03-01-04-02-02-01-01,03-01-04-02-02-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-02-01.wav,RAVDESS,01,sad,04,03-01-04-02-02-02-01,03-01-04-02-02-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-01-01.wav,RAVDESS,01,angry,05,03-01-05-01-01-01-01,03-01-05-01-01-01-01.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-02-01.wav,RAVDESS,01,angry,05,03-01-05-01-01-02-01,03-01-05-01-01-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-01-01.wav,RAVDESS,01,angry,05,03-01-05-01-02-01-01,03-01-05-01-02-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-02-01.wav,RAVDESS,01,angry,05,03-01-05-01-02-02-01,03-01-05-01-02-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-01-01.wav,RAVDESS,01,angry,05,03-01-05-02-01-01-01,03-01-05-02-01-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-02-01.wav,RAVDESS,01,angry,05,03-01-05-02-01-02-01,03-01-05-02-01-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-01-01.wav,RAVDESS,01,angry,05,03-01-05-02-02-01-01,03-01-05-02-02-01-01.wav,test
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-02-01.wav,RAVDESS,01,angry,05,03-01-05-02-02-02-01,03-01-05-02-02-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-01-01.wav,RAVDESS,01,fearful,06,03-01-06-01-01-01-01,03-01-06-01-01-01-01.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-02-01.wav,RAVDESS,01,fearful,06,03-01-06-01-01-02-01,03-01-06-01-01-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-01-01.wav,RAVDESS,01,fearful,06,03-01-06-01-02-01-01,03-01-06-01-02-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-02-01.wav,RAVDESS,01,fearful,06,03-01-06-01-02-02-01,03-01-06-01-02-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-01-01.wav,RAVDESS,01,fearful,06,03-01-06-02-01-01-01,03-01-06-02-01-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-02-01.wav,RAVDESS,01,fearful,06,03-01-06-02-01-02-01,03-01-06-02-01-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-01-01.wav,RAVDESS,01,fearful,06,03-01-06-02-02-01-01,03-01-06-02-02-01-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-02-01.wav,RAVDESS,01,fearful,06,03-01-06-02-02-02-01,03-01-06-02-02-02-01.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-01-02.wav,RAVDESS,02,happy,03,03-01-03-01-01-01-02,03-01-03-01-01-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-02-02.wav,RAVDESS,02,happy,03,03-01-03-01-01-02-02,03-01-03-01-01-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-01-02.wav,RAVDESS,02,happy,03,03-01-03-01-02-01-02,03-01-03-01-02-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-02-02.wav,RAVDESS,02,happy,03,03-01-03-01-02-02-02,03-01-03-01-02-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-01-02.wav,RAVDESS,02,happy,03,03-01-03-02-01-01-02,03-01-03-02-01-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-02-02.wav,RAVDESS,02,happy,03,03-01-03-02-01-02-02,03-01-03-02-01-02-02.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-01-02.wav,RAVDESS,02,happy,03,03-01-03-02-02-01-02,03-01-03-02-02-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-02-02.wav,RAVDESS,02,happy,03,03-01-03-02-02-02-02,03-01-03-02-02-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-01-02.wav,RAVDESS,02,sad,04,03-01-04-01-01-01-02,03-01-04-01-01-01-02.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-02-02.wav,RAVDESS,02,sad,04,03-01-04-01-01-02-02,03-01-04-01-01-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-01-02.wav,RAVDESS,02,sad,04,03-01-04-01-02-01-02,03-01-04-01-02-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-02-02.wav,RAVDESS,02,sad,04,03-01-04-01-02-02-02,03-01-04-01-02-02-02.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-01-02.wav,RAVDESS,02,sad,04,03-01-04-02-01-01-02,03-01-04-02-01-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-02-02.wav,RAVDESS,02,sad,04,03-01-04-02-01-02-02,03-01-04-02-01-02-02.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-01-02.wav,RAVDESS,02,sad,04,03-01-04-02-02-01-02,03-01-04-02-02-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-02-02.wav,RAVDESS,02,sad,04,03-01-04-02-02-02-02,03-01-04-02-02-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-01-02.wav,RAVDESS,02,angry,05,03-01-05-01-01-01-02,03-01-05-01-01-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-02-02.wav,RAVDESS,02,angry,05,03-01-05-01-01-02-02,03-01-05-01-01-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-01-02.wav,RAVDESS,02,angry,05,03-01-05-01-02-01-02,03-01-05-01-02-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-02-02.wav,RAVDESS,02,angry,05,03-01-05-01-02-02-02,03-01-05-01-02-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-01-02.wav,RAVDESS,02,angry,05,03-01-05-02-01-01-02,03-01-05-02-01-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-02-02.wav,RAVDESS,02,angry,05,03-01-05-02-01-02-02,03-01-05-02-01-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-01-02.wav,RAVDESS,02,angry,05,03-01-05-02-02-01-02,03-01-05-02-02-01-02.wav,test
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-02-02.wav,RAVDESS,02,angry,05,03-01-05-02-02-02-02,03-01-05-02-02-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-01-02.wav,RAVDESS,02,fearful,06,03-01-06-01-01-01-02,03-01-06-01-01-01-02.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-02-02.wav,RAVDESS,02,fearful,06,03-01-06-01-01-02-02,03-01-06-01-01-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-01-02.wav,RAVDESS,02,fearful,06,03-01-06-01-02-01-02,03-01-06-01-02-01-02.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-02-02.wav,RAVDESS,02,fearful,06,03-01-06-01-02-02-02,03-01-06-01-02-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-01-02.wav,RAVDESS,02,fearful,06,03-01-06-02-01-01-02,03-01-06-02-01-01-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-02-02.wav,RAVDESS,02,fearful,06,03-01-06-02-01-02-02,03-01-06-02-01-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-01-02.wav,RAVDESS,02,fearful,06,03-01-06-02-02-01-02,03-01-06-02-02-01-02.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-02-02.wav,RAVDESS,02,fearful,06,03-01-06-02-02-02-02,03-01-06-02-02-02-02.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-01-03.wav,RAVDESS,03,happy,03,03-01-03-01-01-01-03,03-01-03-01-01-01-03.wav,valid
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-02-03.wav,RAVDESS,03,happy,03,03-01-03-01-01-02-03,03-01-03-01-01-02-03.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-01-03.wav,RAVDESS,03,happy,03,03-01-03-01-02-01-03,03-01-03-01-02-01-03.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-02-03.wav,RAVDESS,03,happy,03,03-01-03-01-02-02-03,03-01-03-01-02-02-03.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-01-03.wav,RAVDESS,03,happy,03,03-01-03-02-01-01-03,03-01-03-02-01-01-03.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-02-03.wav,RAVDESS,03,happy,03,03-01-03-02-01-02-03,03-01-03-02-01-02-03.wav,train
C:\Users\34722\OneDrive\Escritorio\TFG\Reconocimiento emociones audio\RavdessTessSavee\datos_crudos\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-01-03.wav,RAVDESS,03,happy,03,03-01-03-02-02-01-03,03-01-03-02-02-01-03.wav,valid
